date,site_number,site_name,length_meters,river_mile,treatment,time,water_elevation,weather,water_temp,visibility_feet,visibility_meters,survey_method,video_or_observer,lfr_count,wr_count,sr_count,fr_count,trout_count,adult_predator_fish,other_juvenile_fish,comments,calculated_flow
2020-06-18T00:00:00Z,227,East Sand Slough (TOP),122,246,Baseline,1899-12-31T10:50:00Z,NA,1,56,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,11818
2020-07-02T00:00:00Z,227,East Sand Slough (TOP),122,246,Baseline,1899-12-31T09:30:00Z,NA,1,52,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,75,"70-HH, 5-TSS",12726
2017-07-24T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T12:00:00Z,NA,1,57,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,0,0,22,12 HH 1 SS 8 SB 1 PM,11328
2017-08-07T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T13:50:00Z,NA,1,57,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,1,0,82,"1 STB, 3 TP, 24 SP, 53 SS, 1 rifscu",11014
2017-08-23T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T10:55:00Z,NA,1,56,9.5,2.895458701615361,Snorkel Downstream,Observer,0,0,0,0,0,0,35,"24 HH, 9SS, 2 TSS",11199
2017-09-06T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T14:06:00Z,NA,2,58.1,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,5,0,0,NA,10107
2017-09-20T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T10:50:00Z,NA,2,54.2,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,2,0,155,"100 HH, 40 SS, 15TSB",10118
2017-10-05T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T11:30:00Z,NA,1,55,3,0.9143553794574825,Snorkel Downstream,Observer,0,0,0,0,0,0,0,low visibility along banks due to silt,9086
2017-10-18T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T10:55:00Z,NA,1,53,8,2.4382810118866196,Snorkel Downstream,Observer,0,68,0,0,0,0,135,"100 HH, 35 SS",8444
2017-11-01T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T11:19:00Z,NA,1,53,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,13,0,225,"160 HH, 60 SS, 5 TSS",8732
2017-11-15T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T10:25:00Z,NA,4,52,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,0,water very turbid,6118
2018-03-29T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T10:45:00Z,NA,2,55,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,5384
2018-04-03T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T13:10:00Z,NA,1,55,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,1,0,0,0,NA,5166
2018-05-14T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T11:15:00Z,NA,1,53,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,9443
2018-06-14T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T10:35:00Z,NA,1,60,5,1.5239256324291375,Snorkel Downstream,Observer,0,0,0,0,0,0,2,"1 HH, 1 SACSUC",11056
2018-06-26T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T12:04:00Z,NA,1,54,9,2.7430661383724475,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,12381
2018-07-10T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T12:51:00Z,NA,1,56,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,2,2 TSS,13106
2018-07-24T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T09:03:00Z,NA,1,60,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,13047
2018-08-06T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T10:53:00Z,NA,3,56,10,3.047851264858275,Snorkel Downstream,Observer,1,0,0,0,3,0,5,HH,12122
2018-08-21T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T09:08:00Z,NA,1,58,10,3.047851264858275,Snorkel Downstream,Observer,0,1,0,0,0,1,0,1 HH,10835
2018-09-05T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T13:10:00Z,NA,1,60,8,2.4382810118866196,Snorkel Downstream,Observer,5,0,0,0,0,0,9,"8 HH, 1 SACSUC",9551
2018-09-17T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T11:45:00Z,NA,1,58,8,2.4382810118866196,Snorkel Downstream,Observer,1,0,0,0,0,0,15,15 HH,8640
2018-10-01T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T12:49:00Z,NA,2,57,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,7680
2018-10-15T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T12:50:00Z,NA,1,55,7,2.133495885400792,Snorkel Downstream,Observer,50,30,0,0,0,0,0,NA,7926
2019-07-15T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T14:50:00Z,NA,2,60,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,0,0,0,(* 355 MINNOWS),"NA"
2019-08-15T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T11:20:00Z,NA,1,59,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,18,0,52,"42 HH, 10pkm",11373
2019-09-19T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T14:41:00Z,NA,2,61,10,3.047851264858275,Snorkel Downstream,Observer,0,35,0,0,0,0,200,200sacsuc,8335
2019-11-11T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T11:38:00Z,NA,1,57,7,2.133495885400792,Snorkel Downstream,Observer,0,12,0,0,0,0,3,3SS,4926
2019-11-26T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T10:35:00Z,NA,3,54,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,590,"550 HH, 40 Suckers",4818
2020-01-06T00:00:00Z,216,Mainstem South,473,246,Impact,1899-12-31T11:47:00Z,NA,1,52,4,1.2191405059433098,Snorkel Downstream,Observer,0,1,0,1,0,0,100,100 HH,5090
2020-01-21T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T12:30:00Z,NA,3,50,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,0,0,0,955,"825 HH, 125MSQ, 5TSB",5123
2020-02-03T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T11:46:00Z,NA,1,49,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,135,0,0,0,NA,4617
2020-02-18T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T10:35:00Z,NA,1,50,5,1.5239256324291375,Snorkel Downstream,Observer,0,5,40,115,0,0,110,110 HH,3848
2020-03-03T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T12:45:00Z,NA,1,62.6,10,3.047851264858275,Snorkel Downstream,Observer,0,0,10,160,0,0,0,NA,5551
2020-06-02T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T13:30:00Z,NA,1,60,7,2.133495885400792,Snorkel Downstream,Observer,25,0,0,3,0,0,301,301MINNOWS,10905
2020-06-18T00:00:00Z,216,Mainstem South,473,246,Control,1899-12-31T09:45:00Z,NA,1,56,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,0,0,3,63,"3 larval, 55 Sac Suc, 5 TSS",11903
2019-11-18T00:00:00Z,221,Rio Vista (BOTTOM),505,247,Impact,1899-12-31T09:50:00Z,NA,1,55,8,2.4382810118866196,Snorkel Downstream,Observer,2,1,0,0,0,0,157,"117HH, 30SS, 10TSB",4680
2019-11-26T00:00:00Z,221,Rio Vista (BOTTOM),505,247,Impact,1899-12-31T09:45:00Z,NA,3,54,5,1.5239256324291375,Snorkel Downstream,Observer,0,5,0,0,0,0,197,"160 HH, 1 RiffScu, 36 Suckers",4829
2020-01-06T00:00:00Z,221,Rio Vista (BOTTOM),505,247,Impact,1899-12-31T10:00:00Z,NA,1,51,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,0,0,1,1 HH,5035
2020-02-03T00:00:00Z,221,Rio Vista (BOTTOM),505,247,Impact,1899-12-31T10:30:00Z,NA,1,49,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,1,0,0,0,0,fish spoted size-60-70mm,4617
2020-02-18T00:00:00Z,221,Rio Vista (BOTTOM),505,247,Impact,1899-12-31T12:30:00Z,NA,1,53.6,10,3.047851264858275,Snorkel Downstream,Observer,0,95,65,113,2,0,0,NA,3819
2020-04-20T00:00:00Z,221,Rio Vista (BOTTOM),505,247,Impact,1899-12-31T10:45:00Z,NA,2,58,5,1.5239256324291375,Snorkel Downstream,Observer,1,0,3,17,0,0,735,"700 larval juveniles, 12 TSS, 21 HH, 2 SACSUC",7520
2020-04-20T00:00:00Z,221,Rio Vista (BOTTOM),505,247,Impact,1899-12-31T10:45:00Z,NA,2,58,5,1.5239256324291375,Snorkel Downstream,Observer,1,0,3,17,0,0,735,"12- TSS, 700 Larval Fish, 2 - SS, 21 HH,",7520
2020-05-12T00:00:00Z,221,Rio Vista (BOTTOM),505,247,Impact,1899-12-31T09:15:00Z,NA,3,52.5,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,1,0,3521,"3500-Larval fish,",9828
2020-05-27T00:00:00Z,221,Rio Vista (BOTTOM),505,247,Impact,1899-12-31T10:30:00Z,NA,1,59,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,2,3,0,0,2330,2330 minnows,9073
2020-06-18T00:00:00Z,221,Rio Vista (BOTTOM),505,247,Impact,1899-12-31T11:35:00Z,NA,1,57,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,195,"95 Sac Suc, 100 Larval Fish",12005
2020-07-02T00:00:00Z,221,Rio Vista (BOTTOM),505,247,Impact,1899-12-31T10:20:00Z,NA,1,56,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,715,"713-Cyprinid, 2-HH",12634
2016-09-22T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T13:00:00Z,NA,1,57,5,1.5239256324291375,Snorkel Downstream,Observer,0,0,0,0,0,0,62,"55 HH, 1 SS, 6 TSS",8415
2017-07-24T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T10:30:00Z,NA,1,56,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,432,291 TSS 61 HH 70 SS 10 TP,11328
2017-08-07T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T13:00:00Z,NA,1,59,4,1.2191405059433098,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,11014
2017-08-23T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T09:30:00Z,NA,1,56,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,3,0,125,"97 HH, 27 TSS, 1 SS",11199
2017-09-20T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T09:40:00Z,NA,2,54.7,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,0,0,104,"100HH, 3 SS, 1TSB mort",10118
2017-10-05T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T09:40:00Z,NA,1,54,4.5,1.3715330691862238,Snorkel Downstream,Observer,0,0,0,0,5,0,21,"20 SS, 1 PM",9086
2017-10-18T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T09:20:00Z,NA,1,52,9,2.7430661383724475,Snorkel Downstream,Observer,0,2,0,0,0,0,53,"40 SS, 13 HH, WR had fungus on tail",8444
2017-11-01T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T09:50:00Z,NA,1,52,9,2.7430661383724475,Snorkel Downstream,Observer,0,0,0,0,1,0,78,"25 SS, 50 HH, 3 TSS",8732
2017-11-15T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T09:40:00Z,NA,4,52,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,189,"110 HH, 75 SS, 4 TSS",6118
2018-03-29T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T12:00:00Z,NA,2,60,2,0.6095702529716549,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,5384
2018-05-14T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T13:00:00Z,NA,1,60,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,0,0,1142,"140HH, 1000SACSUC, 2TP",9443
2018-06-14T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T09:45:00Z,NA,1,59,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,0,0,112,"51 HH, 57 SACSUC, 3 TP, 1 TSS",11056
2018-07-10T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T13:42:00Z,NA,1,60,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,216,"80 PM, 73 TSS, 63 HH",13106
2018-07-24T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T09:46:00Z,NA,1,60,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,0,0,656,"330 HH, 6 TSB, 320 SS",13047
2018-08-06T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T12:30:00Z,NA,3,56,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,3,166,"54 TSS, 100 HH, 12 SS, 1 PM Adult, 2 HH adults",12122
2018-08-21T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T09:55:00Z,NA,1,58,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,14,0,"14 HH, 3 turtle, 1 minnow",10835
2018-09-05T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T12:30:00Z,NA,1,60,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,9551
2018-09-17T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T12:30:00Z,NA,1,58,10,3.047851264858275,Snorkel Downstream,Observer,1,0,0,0,1,0,82,"80 HH, 2 TSS",8640
2018-10-01T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T11:30:00Z,NA,3,55,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,1,0,0,NA,7680
2019-07-15T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T14:00:00Z,NA,1,60,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,3,0,480,"25 SS, 455 HH, (* 120 MINNOWS)","NA"
2019-08-15T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T09:50:00Z,NA,1,59,10,3.047851264858275,Snorkel Downstream,Observer,0,4,0,0,27,0,3523,"2132 HH, 841sacsuc, 500Pkm, 50TSS",11373
2019-09-19T00:00:00Z,211,Rio Vista (TOP),433,247,Baseline,1899-12-31T13:50:00Z,NA,1,60,10,3.047851264858275,Snorkel Downstream,Observer,27,170,0,0,4,0,225,"210HH, 15sacsuc",8419
2019-11-18T00:00:00Z,211,Rio Vista (TOP),396,247,Impact,1899-12-31T09:30:00Z,NA,1,55,10,3.047851264858275,Snorkel Downstream,Observer,15,57,0,0,0,0,266,"225HH, 15SS, 26TSB",4680
2019-11-26T00:00:00Z,211,Rio Vista (TOP),396,247,Impact,1899-12-31T09:25:00Z,NA,3,54,2,0.6095702529716549,Snorkel Downstream,Observer,0,0,0,0,0,0,88,88 HH,4829
2020-01-06T00:00:00Z,211,Rio Vista (TOP),396,247,Impact,1899-12-31T09:30:00Z,NA,1,49,8,2.4382810118866196,Snorkel Downstream,Observer,0,1,0,0,0,0,1,1 RIFSCU,5090
2020-02-03T00:00:00Z,211,Rio Vista (TOP),396,247,Impact,1899-12-31T09:40:00Z,NA,1,49,3,0.9143553794574825,Snorkel Downstream,Observer,0,0,0,0,0,1,0,1 adult PM,4733
2020-02-18T00:00:00Z,211,Rio Vista (TOP),396,247,Impact,1899-12-31T12:10:00Z,NA,1,53.6,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,3838
2020-03-03T00:00:00Z,211,Rio Vista (TOP),396,247,Impact,1899-12-31T13:40:00Z,NA,1,60.6,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,3,272,0,0,1,1HH,5516
2020-04-01T00:00:00Z,211,Rio Vista (TOP),396,247,Impact,1899-12-31T12:35:00Z,NA,1,49,6,1.828710758914965,Snorkel Downstream,Observer,0,0,1,30,1,0,7,NA,5156
2020-05-27T00:00:00Z,211,Rio Vista (TOP),396,247,Impact,1899-12-31T09:45:00Z,NA,1,59,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,80,26,0,2603,"1920 minnows, 495 sacsuc, 178 HH, 3 tsb, 7pkm",9029
2020-06-18T00:00:00Z,211,Rio Vista (TOP),396,247,Impact,1899-12-31T11:20:00Z,NA,1,57,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,2,0,2,1 Adult Trout,12005
2020-07-02T00:00:00Z,211,Rio Vista (TOP),396,247,Impact,1899-12-31T10:00:00Z,NA,1,56,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,0,1,1,0,1 adult PKM,12708
2016-07-13T00:00:00Z,205,Lake California,1623,269.5,Baseline,1899-12-31T10:00:00Z,NA,1,55,6,1.828710758914965,Snorkel Downstream,Observer,0,0,0,0,0,0,155,"65 PM, 90 SS",10500
2016-08-25T00:00:00Z,205,Lake California,1623,269.5,Baseline,1899-12-31T10:00:00Z,NA,1,55,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,0,0,300,"200 PM, 100 SS",10400
2016-09-22T00:00:00Z,205,Lake California,1623,269.5,Baseline,1899-12-31T10:00:00Z,NA,1,53,7,2.133495885400792,Snorkel Downstream,Observer,1,0,0,0,8,0,85,"81 PM, 4 SS",8415
2017-07-24T00:00:00Z,205,Lake California,1623,269.5,Baseline,1899-12-31T11:00:00Z,NA,1,55,7,2.133495885400792,Snorkel Downstream,Observer,0,0,0,0,0,0,0,NA,11328
2017-08-07T00:00:00Z,205,Lake California,1623,269.5,Baseline,1899-12-31T10:15:00Z,NA,1,55,5,1.5239256324291375,Snorkel Downstream,Observer,0,0,0,0,3,0,147,"140 sacsuc, 6 PM, 1 TP",11014
2017-08-21T00:00:00Z,205,Lake California,1623,269.5,Baseline,1899-12-31T10:20:00Z,NA,2,55,9,2.7430661383724475,Snorkel Downstream,Observer,0,0,0,0,6,0,0,NA,11057
2017-09-06T00:00:00Z,205,Lake California,1623,269.5,Baseline,1899-12-31T09:45:00Z,NA,2,54.7,5,1.5239256324291375,Snorkel Downstream,Observer,0,0,0,0,6,0,0,NA,10107
2017-09-18T00:00:00Z,205,Lake California,1623,269.5,Baseline,1899-12-31T11:00:00Z,NA,3,52.1,9,2.7430661383724475,Snorkel Downstream,Observer,0,0,0,0,1,0,0,NA,10067
2017-10-03T00:00:00Z,205,Lake California,1623,269.5,Baseline,1899-12-31T10:15:00Z,NA,1,58,5,1.5239256324291375,Snorkel Downstream,Observer,0,0,0,0,22,0,4,"2 PM, 2 SS",9190
2017-10-16T00:00:00Z,205,Lake California,1623,269.5,Baseline,1899-12-31T11:00:00Z,NA,1,51,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,13,0,757,"701 SS, 56 HH",8424
2017-10-30T00:00:00Z,205,Lake California,1623,269.5,Baseline,1899-12-31T10:00:00Z,NA,1,52,9,2.7430661383724475,Snorkel Downstream,Observer,0,0,0,0,7,0,196,"35 HH, 61 SS, 100TSS",8708
2017-11-13T00:00:00Z,205,Lake California,1623,269.5,Baseline,1899-12-31T10:20:00Z,NA,3,54,8,2.4382810118866196,Snorkel Downstream,Observer,0,0,0,0,38,0,83,"60 SS, 16 HH, 7 TSS",6194
2017-11-29T00:00:00Z,205,Lake California,1623,269.5,Baseline,1899-12-31T10:20:00Z,NA,2,51,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,308,"190 SS, 100 SB, 18 HH, 103 RT",5948
2017-12-29T00:00:00Z,205,Lake California,1623,269.5,Baseline,1899-12-31T11:15:00Z,NA,2,48,9,2.7430661383724475,Snorkel Downstream,Observer,0,1,0,0,3,0,94,"63 HH, 1 STB, 30 SS",5637
2018-01-11T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T12:00:00Z,NA,3,51,5,1.5239256324291375,Snorkel Downstream,Observer,0,2,0,0,17,0,15,"6 HH, 9SS",5369
2018-02-06T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T11:15:00Z,NA,1,51,10,3.047851264858275,Snorkel Downstream,Observer,0,198,0,0,19,0,129,"118 HH, 8 TSS, 2 STB, 1 RIFSCU",5201
2018-02-20T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T10:20:00Z,NA,2,50,10,3.047851264858275,Snorkel Downstream,Observer,0,115,0,0,1,0,345,190HH 150 SACSUC 4STB 1 LAMSPP,4259
2018-03-08T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T10:00:00Z,NA,3,52,10,3.047851264858275,Snorkel Downstream,Observer,0,40,0,60,0,0,225,"101 SACSUC, 100 TSS, 20 HH, 2 TP, 2 SACPIK",4354
2018-03-20T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T10:30:00Z,NA,3,53,6,1.828710758914965,Snorkel Downstream,Observer,0,9,0,15,3,0,72,"51 sacsuc, 21 hardhead",5096
2018-04-03T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T11:00:00Z,NA,1,54,9,2.7430661383724475,Snorkel Downstream,Observer,0,0,1,110,9,0,439,"275 sacsuc, 141 HH, 20 stb, 2 TP, 1 rifscu",5166
2018-04-19T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T11:45:00Z,NA,1,53,8,2.4382810118866196,Snorkel Downstream,Observer,0,109,0,19,1,0,207,"168 HH, 35 sacsuc, 1 TP, 1 rifscu",5505
2018-05-03T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T11:15:00Z,NA,1,54,9,2.7430661383724475,Snorkel Downstream,Observer,1,31,0,54,1,0,336,"235 HH, 101 SS WR Were ad-clipped",8228
2018-05-14T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T09:35:00Z,NA,1,53,8,2.4382810118866196,Snorkel Downstream,Observer,0,18,0,8,4,0,277,"121HH, 155SACSUC, 1 adult RBT",9443
2018-05-31T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T10:15:00Z,NA,1,54,5,1.5239256324291375,Snorkel Downstream,Observer,0,0,0,11,1,0,246,"245 HH, 1 SACSUC",9738
2018-06-12T00:00:00Z,205,Lake California,1623,269.5,Impact,1899-12-31T10:45:00Z,NA,1,56,10,3.047851264858275,Snorkel Downstream,Observer,0,0,0,0,0,0,135,"111 HH, 1 sculpin, 21 SS",10592
